Référence du modèle;Désignation;Segment;Sous famille;PVP;P.Vente ;Dispatch Mag ;CITY SPORT;GO SPORT;COURIR;DESTOCK
ID6843;FORUM BOLD STRIPES W;CHAUSSURES;ORIGINALS BASKETBALL FTW WOMEN;110;B;A;X;;X;
ID8329;ADIDAS SWITCH MOVE U;CHAUSSURES;RUNNING FTW MEN;50;B;A;X;X;;X
ID8744;QUESTAR 3 W;CHAUSSURES;RUNNING FTW WOMEN;80;B;A;X;X;;X
ID8749;GALAXY 7 M;CHAUSSURES;RUNNING FTW MEN;60;B;A;X;X;;X
ID8752;GALAXY 7 M;CHAUSSURES;RUNNING FTW MEN;60;C;A;X;X;;X
ID8753;GALAXY 7 M;CHAUSSURES;RUNNING FTW MEN;60;B;A;X;X;;X
ID8754;GALAXY 7 M;CHAUSSURES;RUNNING FTW MEN;60;A;A;X;X;;X
ID8755;GALAXY 7 M;CHAUSSURES;RUNNING FTW MEN;60;A;A;X;X;;X
ID8757;GALAXY 7 M;CHAUSSURES;RUNNING FTW MEN;60;A;A;X;X;;X
ID8759;GALAXY 7 M;CHAUSSURES;RUNNING FTW MEN;60;A;A;X;X;;X
ID8760;GALAXY 7 M;CHAUSSURES;RUNNING FTW MEN;60;A;A;X;X;;X
ID8762;GALAXY 7 W;CHAUSSURES;RUNNING FTW WOMEN;60;B;A;X;X;;X
ID8763;GALAXY 7 W;CHAUSSURES;RUNNING FTW WOMEN;60;A;A;X;X;;X
ID8765;GALAXY 7 W;CHAUSSURES;RUNNING FTW WOMEN;60;B;A;X;X;;X
ID8767;GALAXY 7 W;CHAUSSURES;RUNNING FTW WOMEN;60;B;A;X;X;;X
ID8768;GALAXY 7 W;CHAUSSURES;RUNNING FTW WOMEN;60;C;A;X;X;;X
ID8795;VL COURT 3.0;CHAUSSURES;SPORTSWEAR FTW WOMEN;70;A;A;X;X;;
ID8796;VL COURT 3.0;CHAUSSURES;SPORTSWEAR FTW WOMEN;70;C;A;X;X;;
ID8797;VL COURT 3.0;CHAUSSURES;SPORTSWEAR FTW WOMEN;70;C;A;X;X;;
ID8818;ULTRABOOST 5;CHAUSSURES;RUNNING FTW MEN;180;A;A;X;X;;X
ID9128;DURAMO SL K;CHAUSSURES;SPORTSWEAR FTW KIDS;50;A;A;X;X;;
ID9129;DURAMO SL K;CHAUSSURES;SPORTSWEAR FTW KIDS;50;A;A;X;X;;
ID9132;DURAMO SL K;CHAUSSURES;SPORTSWEAR FTW KIDS;50;B;A;X;X;;
ID9137;DURAMO SL K;CHAUSSURES;SPORTSWEAR FTW KIDS;50;A;A;X;X;;
ID9142;DURAMO SL EL K;CHAUSSURES;SPORTSWEAR FTW KIDS;50;A;A;X;X;;
ID9143;DURAMO SL EL K;CHAUSSURES;SPORTSWEAR FTW KIDS;50;A;A;X;X;;
ID9154;VL COURT 3.0 EL C;CHAUSSURES;SPORTSWEAR FTW KIDS;50;A;A;X;X;;
ID9155;VL COURT 3.0 EL C;CHAUSSURES;SPORTSWEAR FTW KIDS;50;A;A;X;X;;
ID9156;VL COURT 3.0 CF I;CHAUSSURES;SPORTSWEAR FTW KIDS;45;B;A;X;X;;
ID9157;VL COURT 3.0 CF I;CHAUSSURES;SPORTSWEAR FTW KIDS;45;C;A;X;X;;
IE0526;RUNFALCON 5;CHAUSSURES;RUNNING FTW MEN;60;C;A;X;X;;X
IE0527;RUNFALCON 5 W;CHAUSSURES;RUNNING FTW WOMEN;60;B;A;X;X;;X
IE0551;RUNFALCON 5 WIDE;CHAUSSURES;RUNNING FTW MEN;60;C;A;X;X;;X
IE0552;RUNFALCON 5 WIDE;CHAUSSURES;RUNNING FTW MEN;60;B;A;X;X;;X
IE0596;F50 PRO FG;CHAUSSURES;FOOTBALL FTW MEN;150;C;A;X;X;;X
IE0601;F50 LEAGUE FG/MG;CHAUSSURES;FOOTBALL FTW MEN;95;B;A;X;X;;X
IE0602;F50 LEAGUE FG/MG;CHAUSSURES;FOOTBALL FTW MEN;95;C;A;X;X;;X
IE0603;F50 LEAGUE FG/MG;CHAUSSURES;FOOTBALL FTW MEN;95;B;A;X;X;;X
IE0604;F50 LEAGUE FG/MG;CHAUSSURES;FOOTBALL FTW MEN;95;A;A;X;X;;X
IE0611;F50 CLUB FxG;CHAUSSURES;FOOTBALL FTW MEN;60;B;A;X;X;;X
IE0613;F50 CLUB FxG;CHAUSSURES;FOOTBALL FTW MEN;60;B;A;X;X;;X
IE0614;F50 CLUB FxG;CHAUSSURES;FOOTBALL FTW MEN;60;C;A;X;X;;X
IE0814;TERREX AX2S;CHAUSSURES;OUTDOOR FTW MEN;90;C;A;;X;;
IE0815;TERREX AX2S;CHAUSSURES;OUTDOOR FTW MEN;90;C;A;;X;;
IE0922;Tensaur Sport 2.0 CF K;CHAUSSURES;SPORTSWEAR FTW KIDS;40;C;A;X;X;;
IE0927;URBAN COURT;CHAUSSURES;SPORTSWEAR FTW MEN;55;B;A;X;X;;
IE1013;RACER TR23 EL K;CHAUSSURES;SPORTSWEAR FTW KIDS;60;C;A;X;X;;
IE1017;RACER TR23 EL I;CHAUSSURES;SPORTSWEAR FTW KIDS;45;A;A;X;X;;
IE1070;SUPERNOVA STRIDE W;CHAUSSURES;RUNNING FTW WOMEN;120;A;A;X;X;;X
IE1370;GAZELLE BOLD W;CHAUSSURES;ORIGINALS FTW WOMEN;120;C;A;X;;X;
IE3181;F50 LEAGUE FG/MG;CHAUSSURES;FOOTBALL FTW MEN;95;C;A;X;X;;X
IE3465;VS PACE 2.0 K;CHAUSSURES;SPORTSWEAR FTW KIDS;40;B;A;X;X;;
IE3467;VS PACE 2.0 K;CHAUSSURES;SPORTSWEAR FTW KIDS;40;A;A;X;X;;
IE3468;VS PACE 2.0 K;CHAUSSURES;SPORTSWEAR FTW KIDS;40;C;A;X;X;;
IE3546;Tensaur Run 3.0 J;CHAUSSURES;SPORTSWEAR FTW KIDS;45;B;A;X;X;;
IE3549;Tensaur Run 3.0 J;CHAUSSURES;SPORTSWEAR FTW KIDS;45;B;A;X;X;;
IE3679;SAMBA OG EL I;CHAUSSURES;ORIGINALS FTW KIDS;50;B;A;X;;X;
IE3680;SAMBA OG EL I;CHAUSSURES;ORIGINALS FTW KIDS;50;B;A;X;;X;
IE3789;BREAKNET 2.0 EL C;CHAUSSURES;SPORTSWEAR FTW KIDS;40;B;A;X;X;;
IE3790;BREAKNET 2.0 EL C;CHAUSSURES;SPORTSWEAR FTW KIDS;40;C;A;X;X;;
IE3791;BREAKNET 2.0 EL C;CHAUSSURES;SPORTSWEAR FTW KIDS;40;A;A;X;X;;
IE3792;BREAKNET 2.0 EL C;CHAUSSURES;SPORTSWEAR FTW KIDS;40;C;A;X;X;;
IE3793;BREAKNET 2.0 EL C;CHAUSSURES;SPORTSWEAR FTW KIDS;40;A;A;X;X;;
IE3808;RUN 60s 3.0;CHAUSSURES;SPORTSWEAR FTW WOMEN;60;B;A;X;X;;
IE3812;RUN 60s 3.0;CHAUSSURES;SPORTSWEAR FTW WOMEN;60;B;A;X;X;;
IE3825;RUN 60s 3.0;CHAUSSURES;SPORTSWEAR FTW MEN;60;A;A;X;X;;
IE3826;RUN 60s 3.0;CHAUSSURES;SPORTSWEAR FTW MEN;60;A;A;X;X;;
IE3830;RUN 60s 3.0;CHAUSSURES;SPORTSWEAR FTW MEN;60;B;A;X;X;;
IE3851;GRAND COURT 2.0 EL C;CHAUSSURES;SPORTSWEAR FTW KIDS;40;A;A;X;X;;
IE3866;GRAND COURT MID I;CHAUSSURES;SPORTSWEAR FTW KIDS;45;A;A;X;X;;
IE3940;COUNTRY OG W;CHAUSSURES;ORIGINALS FTW WOMEN;100;A;A;X;;X;
IE4034;DURAMO SL M;CHAUSSURES;RUNNING FTW MEN;65;A;A;X;X;;X
IE4036;DURAMO SPEED M;CHAUSSURES;RUNNING FTW MEN;90;A;A;X;X;;X
IE6134;LITE RACER 4.0;CHAUSSURES;SPORTSWEAR FTW MEN;55;A;A;X;X;;
IE6138;LITE RACER 4.0;CHAUSSURES;SPORTSWEAR FTW MEN;55;C;A;X;X;;
IE6342;AlphaResponse+ V2;CHAUSSURES;SPORTSWEAR FTW MEN;90;B;A;X;X;;
IE6343;AlphaResponse+ V2;CHAUSSURES;SPORTSWEAR FTW MEN;90;C;A;X;X;;
IE6345;AlphaResponse+ V2;CHAUSSURES;SPORTSWEAR FTW MEN;90;C;A;X;X;;
IE6437;RUN 60s CF C;CHAUSSURES;SPORTSWEAR FTW KIDS;45;B;A;X;X;;
IE6438;RUN 60s CF C;CHAUSSURES;SPORTSWEAR FTW KIDS;45;B;A;X;X;;
IE6441;RUN 60s J;CHAUSSURES;SPORTSWEAR FTW KIDS;55;A;A;X;X;;
IE6442;RUN 60s J;CHAUSSURES;SPORTSWEAR FTW KIDS;55;A;A;X;X;;
IE6520;SAMBA OG W;CHAUSSURES;ORIGINALS FTW WOMEN;110;A;A;X;;X;
IE6522;SAMBA OG W;CHAUSSURES;ORIGINALS FTW WOMEN;110;A;A;X;;X;
IE6523;SAMBA OG W;CHAUSSURES;ORIGINALS FTW WOMEN;110;B;A;X;;X;
IE6524;SAMBA OG W;CHAUSSURES;ORIGINALS FTW WOMEN;110;A;A;X;;X;
IE6596;adidas K 74;CHAUSSURES;ORIGINALS FTW MEN;110;C;A;X;;;
IE6597;adidas K 74;CHAUSSURES;ORIGINALS FTW MEN;110;B;A;X;;;
IE8231;GALAXY 7 W;CHAUSSURES;RUNNING FTW WOMEN;60;C;A;X;X;;X
IE8561;LITE RACER 4.0;CHAUSSURES;SPORTSWEAR FTW WOMEN;55;C;A;X;X;;
IE8574;RUNFALCON 5 EL C;CHAUSSURES;SPORTSWEAR FTW KIDS;40;C;A;X;X;;
IE8576;RUNFALCON 5 EL C;CHAUSSURES;SPORTSWEAR FTW KIDS;40;B;A;X;X;;
IE8577;RUNFALCON 5 EL C;CHAUSSURES;SPORTSWEAR FTW KIDS;40;B;A;X;X;;
IE8579;RUNFALCON 5 EL C;CHAUSSURES;SPORTSWEAR FTW KIDS;40;B;A;X;X;;
IE8580;RUNFALCON 5 EL C;CHAUSSURES;SPORTSWEAR FTW KIDS;40;C;A;X;X;;
IE8581;RUNFALCON 5 EL C;CHAUSSURES;SPORTSWEAR FTW KIDS;40;C;A;X;X;;
IE8584;RUNFALCON 5 J;CHAUSSURES;SPORTSWEAR FTW KIDS;48;C;A;X;X;;
IE8585;RUNFALCON 5 J;CHAUSSURES;SPORTSWEAR FTW KIDS;48;A;A;X;X;;
IE8586;RUNFALCON 5 J;CHAUSSURES;SPORTSWEAR FTW KIDS;48;B;A;X;X;;
IE8589;RUNFALCON 5 J;CHAUSSURES;SPORTSWEAR FTW KIDS;48;A;A;X;X;;
IE8590;RUNFALCON 5 J;CHAUSSURES;SPORTSWEAR FTW KIDS;48;B;A;X;X;;
IE8593;RUNFALCON 5 J;CHAUSSURES;SPORTSWEAR FTW KIDS;48;A;A;X;X;;
IE8595;RUNFALCON 5 EL I;CHAUSSURES;SPORTSWEAR FTW KIDS;35;B;A;X;X;;
IE8598;RUNFALCON 5 EL I;CHAUSSURES;SPORTSWEAR FTW KIDS;35;A;A;X;X;;
IE8599;RUNFALCON 5 EL I;CHAUSSURES;SPORTSWEAR FTW KIDS;35;A;A;X;X;;
IE8600;RUNFALCON 5 EL I;CHAUSSURES;SPORTSWEAR FTW KIDS;35;C;A;X;X;;
IE8601;RUNFALCON 5 EL I;CHAUSSURES;SPORTSWEAR FTW KIDS;35;C;A;X;X;;
IE8655;AlphaResponse+ V2;CHAUSSURES;SPORTSWEAR FTW MEN;90;A;A;X;X;;
IE8688;ADVANTAGE BASE 2.0 J;CHAUSSURES;SPORTSWEAR FTW KIDS;45;B;A;X;X;;
IE8700;BREAKNET 2.0 EL C;CHAUSSURES;SPORTSWEAR FTW KIDS;40;A;A;X;X;;
IE8790;ULTRABOUNCE 5;CHAUSSURES;RUNNING FTW MEN;80;A;A;X;X;;X
IE8792;ULTRABOUNCE 5;CHAUSSURES;RUNNING FTW MEN;80;B;A;X;X;;X
IE8800;ULTRABOUNCE 5 W;CHAUSSURES;RUNNING FTW WOMEN;80;B;A;X;X;;X
IE8802;ULTRABOUNCE 5 W;CHAUSSURES;RUNNING FTW WOMEN;80;B;A;X;X;;X
IE8809;RUNFALCON 5;CHAUSSURES;RUNNING FTW MEN;60;B;A;X;X;;X
IE8812;RUNFALCON 5;CHAUSSURES;RUNNING FTW MEN;60;C;A;X;X;;X
IE8815;RUNFALCON 5;CHAUSSURES;RUNNING FTW MEN;60;C;A;X;X;;X
IE8821;RUNFALCON 5 W;CHAUSSURES;RUNNING FTW WOMEN;60;C;A;X;X;;X
IE8823;RUNFALCON 5 W;CHAUSSURES;RUNNING FTW WOMEN;60;C;A;X;X;;X
IE8826;RUNFALCON 5 W;CHAUSSURES;RUNNING FTW WOMEN;60;C;A;X;X;;X
IE8832;RUNFALCON 5 WIDE W;CHAUSSURES;RUNNING FTW WOMEN;60;C;A;X;X;;X
IE8888;VS PACE 2.0 CF I;CHAUSSURES;SPORTSWEAR FTW KIDS;35;B;A;X;X;;
IE8891;VS PACE 2.0 CF I;CHAUSSURES;SPORTSWEAR FTW KIDS;35;C;A;X;X;;
IE8898;ULTIMASHOW 2.0;CHAUSSURES;SPORTSWEAR FTW MEN;60;C;A;X;X;;
IE8899;ULTIMASHOW 2.0;CHAUSSURES;SPORTSWEAR FTW MEN;60;C;A;X;X;;
IE8900;ULTIMASHOW 2.0;CHAUSSURES;SPORTSWEAR FTW MEN;60;A;A;X;X;;
IE9018;ADVANTAGE BASE 2.0 CF C;CHAUSSURES;SPORTSWEAR FTW KIDS;40;C;A;X;X;;
IE9019;ADVANTAGE BASE 2.0 CF C;CHAUSSURES;SPORTSWEAR FTW KIDS;40;C;A;X;X;;
IE9020;ADVANTAGE BASE 2.0 CF C;CHAUSSURES;SPORTSWEAR FTW KIDS;40;B;A;X;X;;
IE9091;GAZELLE INDOOR;CHAUSSURES;ORIGINALS FTW MEN;120;B;A;X;;X;
IE9092;GAZELLE INDOOR;CHAUSSURES;ORIGINALS FTW MEN;120;C;A;X;;X;
IE9155;AlphaBoost V2;CHAUSSURES;SPORTSWEAR FTW MEN;120;B;A;X;X;;
IE9181;SAMBA XLG;CHAUSSURES;ORIGINALS FTW MEN;120;A;A;X;;X;
IE9690;DURAMO SL M;CHAUSSURES;RUNNING FTW MEN;65;C;A;X;X;;X
IF0458;CourtJam Control 3 M;CHAUSSURES;TENNIS FTW MEN;90;C;A;;X;;
IF1200;DURAMO SL M;CHAUSSURES;RUNNING FTW MEN;65;B;A;X;X;;X
IF1201;DURAMO SL M;CHAUSSURES;RUNNING FTW MEN;65;B;A;X;X;;X
IF1335;F50 LEAGUE TF;CHAUSSURES;FOOTBALL FTW MEN;95;B;A;X;X;;X
IF1336;F50 LEAGUE TF;CHAUSSURES;FOOTBALL FTW MEN;95;A;A;X;X;;X
IF1337;F50 LEAGUE TF;CHAUSSURES;FOOTBALL FTW MEN;95;B;A;X;X;;X
IF1343;F50 LEAGUE TF;CHAUSSURES;FOOTBALL FTW MEN;95;B;A;X;X;;X
IF1347;F50 CLUB TF;CHAUSSURES;FOOTBALL FTW MEN;60;B;A;X;X;;X
IF1348;F50 CLUB TF;CHAUSSURES;FOOTBALL FTW MEN;60;C;A;X;X;;X
IF1349;F50 CLUB TF;CHAUSSURES;FOOTBALL FTW MEN;60;A;A;X;X;;X
IF1367;F50 LEAGUE FG/MG J;CHAUSSURES;FOOTBALL FTW KIDS;70;C;A;X;X;;X
IF1372;F50 LEAGUE TF J;CHAUSSURES;FOOTBALL FTW KIDS;70;C;A;X;X;;X
IF1379;F50 CLUB FxG J;CHAUSSURES;FOOTBALL FTW KIDS;45;C;A;X;X;;X
IF1380;F50 CLUB FxG J;CHAUSSURES;FOOTBALL FTW KIDS;45;C;A;X;X;;X
IF1382;F50 CLUB FxG J;CHAUSSURES;FOOTBALL FTW KIDS;45;A;A;X;X;;X
IF1389;F50 CLUB TF J;CHAUSSURES;FOOTBALL FTW KIDS;45;A;A;X;X;;X
IF1390;F50 CLUB TF J;CHAUSSURES;FOOTBALL FTW KIDS;45;A;A;X;X;;X
IF1391;F50 CLUB TF J;CHAUSSURES;FOOTBALL FTW KIDS;45;A;A;X;X;;X
IF1400;DEPORTIVO III FxG;CHAUSSURES;FOOTBALL FTW MEN;45;A;A;X;X;;X
IF1401;DEPORTIVO III FxG;CHAUSSURES;FOOTBALL FTW MEN;45;C;A;X;X;;X
IF1402;DEPORTIVO III FxG;CHAUSSURES;FOOTBALL FTW MEN;45;C;A;X;X;;X
IF1408;DEPORTIVO III TF;CHAUSSURES;FOOTBALL FTW MEN;45;C;A;X;X;;X
IF1480;ULTRABOOST 5;CHAUSSURES;RUNNING FTW MEN;180;C;A;X;X;;X
IF1484;ULTRABOOST 5;CHAUSSURES;RUNNING FTW MEN;180;C;A;X;X;;X
IF1661;ADVANTAGE 2.0;CHAUSSURES;SPORTSWEAR FTW MEN;80;A;A;X;X;;
IF1725;Tensaur Sport 2.0 K;CHAUSSURES;SPORTSWEAR FTW KIDS;40;A;A;X;X;;
IF1734;Tensaur Sport 2.0 CF I;CHAUSSURES;SPORTSWEAR FTW KIDS;33;C;A;X;X;;
IF1755;BREAKNET LionKing CF I;CHAUSSURES;SPORTSWEAR FTW KIDS;45;C;A;X;X;;
IF1940;SL 72 OG W;CHAUSSURES;ORIGINALS FTW WOMEN;110;C;A;X;;X;
IF1959;HANDBALL SPEZIAL;CHAUSSURES;ORIGINALS FTW MEN;110;C;A;X;;X;
IF1960;HANDBALL SPEZIAL;CHAUSSURES;ORIGINALS FTW MEN;110;C;A;X;;X;
IF4054;GRAND COURT Mickey CF I;CHAUSSURES;SPORTSWEAR FTW KIDS;40;B;A;X;X;;
IF4058;GRAND COURT Olaf CF I;CHAUSSURES;SPORTSWEAR FTW KIDS;45;B;A;X;X;;
IF4076;URBAN COURT;CHAUSSURES;SPORTSWEAR FTW MEN;55;B;A;X;X;;
IF4079;TENSAUR SPORT Minnie CF I;CHAUSSURES;SPORTSWEAR FTW KIDS;40;C;A;X;X;;
IF4080;TENSAUR SPORT Minnie CF K;CHAUSSURES;SPORTSWEAR FTW KIDS;45;A;A;X;X;;
IF4134;ADILETTE FLOW;CHAUSSURES;SPORTSWEAR FTW SLIDES ALL;30;C;A;X;X;;
IF4135;ADVANTAGE BASE 2.0;CHAUSSURES;SPORTSWEAR FTW MEN;65;B;A;X;X;;
IF4136;ADVANTAGE BASE 2.0;CHAUSSURES;SPORTSWEAR FTW WOMEN;65;A;A;X;X;;
IF4137;ULTRABOUNCE 5 J;CHAUSSURES;SPORTSWEAR FTW KIDS;65;C;A;X;X;;
IF4139;ULTRABOUNCE 5 J;CHAUSSURES;SPORTSWEAR FTW KIDS;65;C;A;X;X;;
IF4142;ULTRABOUNCE 5 J;CHAUSSURES;SPORTSWEAR FTW KIDS;65;B;A;X;X;;
IF4144;ULTRABOUNCE 5 J;CHAUSSURES;SPORTSWEAR FTW KIDS;65;C;A;X;X;;
IF4147;ULTRABOUNCE 5 EL C;CHAUSSURES;SPORTSWEAR FTW KIDS;60;C;A;X;X;;
IF4148;ULTRABOUNCE 5 EL C;CHAUSSURES;SPORTSWEAR FTW KIDS;60;A;A;X;X;;
IF4150;ULTRABOUNCE 5 EL C;CHAUSSURES;SPORTSWEAR FTW KIDS;60;C;A;X;X;;
IF4151;ULTRABOUNCE 5 EL C;CHAUSSURES;SPORTSWEAR FTW KIDS;60;A;A;X;X;;
IF4498;GAZELLE BOLD W;CHAUSSURES;ORIGINALS FTW WOMEN;120;C;A;X;;X;
IF4559;MIDCITY LOW J;CHAUSSURES;SPORTSWEAR BASKETBALL FTW KIDS;60;C;A;X;X;;
IF4565;OWNTHEGAME 3.0;CHAUSSURES;SPORTSWEAR BASKETBALL FTW MEN;65;B;A;X;X;;
IF4592;OWNTHEGAME 3.0 K;CHAUSSURES;SPORTSWEAR BASKETBALL FTW KIDS;65;A;A;X;X;;
IF5030;TERREX SOULSTRIDE W;CHAUSSURES;OUTDOOR FTW WOMEN;100;A;A;;X;;
IF6341;PREDATOR CLUB FxG;CHAUSSURES;FOOTBALL FTW MEN;60;A;A;X;X;;X
IF6344;PREDATOR CLUB FxG;CHAUSSURES;FOOTBALL FTW MEN;60;A;A;X;X;;X
IF6346;PREDATOR LEAGUE FG;CHAUSSURES;FOOTBALL FTW MEN;95;A;A;X;X;;X
IF6347;PREDATOR LEAGUE FG;CHAUSSURES;FOOTBALL FTW MEN;95;A;A;X;X;;X
IF6348;PREDATOR LEAGUE FG;CHAUSSURES;FOOTBALL FTW MEN;95;A;A;X;X;;X
IF6349;PREDATOR LEAGUE FG;CHAUSSURES;FOOTBALL FTW MEN;95;A;A;X;X;;X
IF6398;PREDATOR CLUB TF;CHAUSSURES;FOOTBALL FTW MEN;60;A;A;X;X;;X
IF6399;PREDATOR CLUB TF;CHAUSSURES;FOOTBALL FTW MEN;60;A;A;X;X;;X
IF6419;PREDATOR CLUB TF J;CHAUSSURES;FOOTBALL FTW KIDS;45;A;A;X;X;;X
IF6420;PREDATOR CLUB TF J;CHAUSSURES;FOOTBALL FTW KIDS;45;A;A;X;X;;X
IF6423;PREDATOR CLUB FxG J;CHAUSSURES;FOOTBALL FTW KIDS;45;A;A;X;X;;X
IF6424;PREDATOR CLUB FxG J;CHAUSSURES;FOOTBALL FTW KIDS;45;A;A;X;X;;X
IF6513;SAMBA OG W;CHAUSSURES;ORIGINALS FTW WOMEN;110;A;A;X;;X;
IF6525;TERREX AX4R K;CHAUSSURES;OUTDOOR FTW KIDS;60;A;A;;X;;
IF6662;MIDCITY LOW;CHAUSSURES;SPORTSWEAR BASKETBALL FTW MEN;80;A;A;X;X;;
IF6847;Gamecourt 2 SL;CHAUSSURES;TENNIS FTW MEN;70;A;A;;X;;
IF6969;ADIFOM STAN MULE W;CHAUSSURES;ORIGINALS FTW WOMEN;75;A;A;X;;;
IF7026;OZMILLEN J;CHAUSSURES;ORIGINALS FTW KIDS;100;A;A;X;;;
IF7374;ADILETTE AQUA;CHAUSSURES;SPORTSWEAR FTW SLIDES ALL;25;A;A;X;X;;
IF7615;SUPERSTAR W;CHAUSSURES;ORIGINALS FTW WOMEN;110;A;A;X;;;
IF7875;DURAMO SL W;CHAUSSURES;RUNNING FTW WOMEN;65;A;A;X;X;;X
IF9108;Defiant Speed 2 W;CHAUSSURES;TENNIS FTW WOMEN;120;A;A;;X;;
IF9136;CourtJam Control 3 M;CHAUSSURES;TENNIS FTW MEN;90;A;A;;X;;
IF9212;ADIZERO BOSTON 12 M;CHAUSSURES;RUNNING FTW MEN;160;A;A;;X;;
IF9276;STAN SMITH CS WTR;CHAUSSURES;ORIGINALS FTW MEN;120;A;A;X;;;
IF9450;DURAMO SPEED W;CHAUSSURES;RUNNING FTW WOMEN;90;A;A;X;X;;X
IF9483;DURAMO SL M;CHAUSSURES;RUNNING FTW MEN;65;A;A;X;X;;X
IF9484;DURAMO SL M;CHAUSSURES;RUNNING FTW MEN;65;A;A;;X;;
IF9496;OZMILLEN W;CHAUSSURES;ORIGINALS FTW WOMEN;110;A;A;X;;;
IF9500;OZMILLEN W;CHAUSSURES;ORIGINALS FTW WOMEN;110;A;A;X;;;
IF9528;HANDBALL SPEZIAL;CHAUSSURES;ORIGINALS FTW MEN;110;A;A;X;;X;
IF9591;OZMILLEN;CHAUSSURES;ORIGINALS FTW MEN;110;A;A;X;;;
IF9593;OZMILLEN;CHAUSSURES;ORIGINALS FTW MEN;110;A;A;X;;;
IF9597;OZMILLEN;CHAUSSURES;ORIGINALS FTW MEN;110;A;A;X;;;
IF9599;OZMILLEN;CHAUSSURES;ORIGINALS FTW MEN;110;A;A;X;;;
IF9600;OZMILLEN;CHAUSSURES;ORIGINALS FTW MEN;110;A;A;X;;;
IF9603;OZMILLEN;CHAUSSURES;ORIGINALS FTW MEN;110;A;A;X;;;
IF9615;CAMPUS 00s W;CHAUSSURES;ORIGINALS FTW WOMEN;110;A;A;X;;X;
IF9637;CAMPUS 00s W;CHAUSSURES;ORIGINALS FTW WOMEN;110;A;A;X;;X;
IF9642;GAZELLE INDOOR;CHAUSSURES;ORIGINALS FTW MEN;120;A;A;X;;X;
IF9681;FORUM LOW CL;CHAUSSURES;ORIGINALS BASKETBALL FTW MEN;110;A;A;X;;X;
IF9789;URBAN COURT;CHAUSSURES;SPORTSWEAR FTW MEN;55;A;A;X;X;;
IF9790;URBAN COURT;CHAUSSURES;SPORTSWEAR FTW MEN;55;A;A;X;X;;
IF9803;GAZELLE J;CHAUSSURES;ORIGINALS FTW KIDS;70;A;A;X;;X;
IG1024;SAMBA OG;CHAUSSURES;ORIGINALS FTW MEN;110;A;A;X;;X;
IG1025;SAMBA OG;CHAUSSURES;ORIGINALS FTW MEN;110;A;A;X;;X;
IG1963;SAMBA OG W;CHAUSSURES;ORIGINALS FTW WOMEN;110;A;A;X;;X;
IG1964;SAMBA OG W;CHAUSSURES;ORIGINALS FTW WOMEN;110;A;A;X;;X;
IG1965;SAMBA OG W;CHAUSSURES;ORIGINALS FTW WOMEN;110;A;A;X;;X;
IG1968;SAMBA OG W;CHAUSSURES;ORIGINALS FTW WOMEN;110;A;A;X;;X;
IG1976;HANDBALL SPEZIAL W;CHAUSSURES;ORIGINALS FTW WOMEN;110;A;A;X;;X;
IG1977;HANDBALL SPEZIAL W;CHAUSSURES;ORIGINALS FTW WOMEN;110;A;A;X;;X;
IG1978;HANDBALL SPEZIAL W;CHAUSSURES;ORIGINALS FTW WOMEN;110;A;A;X;;X;
IG2091;GAZELLE;CHAUSSURES;ORIGINALS FTW MEN;110;A;A;X;;X;
IG2092;GAZELLE;CHAUSSURES;ORIGINALS FTW MEN;110;A;A;X;;X;
IG2093;GAZELLE;CHAUSSURES;ORIGINALS FTW MEN;110;A;A;X;;X;
IG2121;CAMPUS 00s W;CHAUSSURES;ORIGINALS FTW WOMEN;110;A;A;X;;X;
IG2433;DURAMO SL EL I;CHAUSSURES;SPORTSWEAR FTW KIDS;40;A;A;X;X;;
IG4344;CRAZYCHAOS 2000;CHAUSSURES;SPORTSWEAR FTW WOMEN;80;A;A;X;X;;
IG4347;CRAZYCHAOS 2000;CHAUSSURES;SPORTSWEAR FTW WOMEN;80;A;A;X;X;;
IG4351;CRAZYCHAOS 2000;CHAUSSURES;SPORTSWEAR FTW MEN;80;A;A;X;X;;
IG4352;CRAZYCHAOS 2000;CHAUSSURES;SPORTSWEAR FTW MEN;80;A;A;X;X;;
IG4355;X_PLRPULSE;CHAUSSURES;SPORTSWEAR FTW MEN;60;A;A;X;X;;
IG4389;GAZELLE BOLD W;CHAUSSURES;ORIGINALS FTW WOMEN;120;A;A;X;;X;
IG4391;GAZELLE BOLD W;CHAUSSURES;ORIGINALS FTW WOMEN;120;A;A;X;;X;
IG4392;GAZELLE W;CHAUSSURES;ORIGINALS FTW WOMEN;110;A;A;X;;X;
IG4393;GAZELLE W;CHAUSSURES;ORIGINALS FTW WOMEN;110;A;A;X;;X;
IG4396;ULTIMASHOW 2.0;CHAUSSURES;SPORTSWEAR FTW MEN;60;A;A;X;X;;
IG4406;CRAZYCHAOS 2000;CHAUSSURES;SPORTSWEAR FTW MEN;80;A;A;X;X;;
IG4540;SUPERSTAR W;CHAUSSURES;ORIGINALS FTW WOMEN;110;A;A;X;;X;
IG4644;SL 72 RS;CHAUSSURES;ORIGINALS FTW MEN;100;A;A;X;;X;
IG4645;SL 72 RS;CHAUSSURES;ORIGINALS FTW MEN;100;A;A;X;;X;
IG4646;SL 72 RS;CHAUSSURES;ORIGINALS FTW MEN;100;A;A;X;;X;
